credit_amt_median,number_of_credit_median,prob0,prob1
562523.3,146.5,0.9971379727627206,0.0028620272372793455
562523.3,147.5,0.9972148057086879,0.0027851942913121146
562523.3,148.5,0.9973300551276387,0.0026699448723612683
562523.3,149.5,0.997406888073606,0.002593111926394038
562523.3,150.5,0.9974645127830813,0.002535487216918615
562523.3,151.5,0.9975413457290486,0.002458654270951384
562523.3,152.5,0.9976565951479994,0.0023434048520005377
562523.3,153.5,0.9977526363304585,0.0022473636695414996
562523.3,154.5,0.9977718445669503,0.002228155433049692
562523.3,156.0,0.997810261039934,0.0021897389600660762
562523.3,165.5,0.9978294692764257,0.0021705307235742686
562523.3,181.5,0.9978486775129175,0.002151322487082461
562523.3,190.5,0.9978678857494093,0.0021321142505906533
562523.3,192.5,0.9978870939859011,0.0021129060140988457
562523.3,193.5,0.997906302222393,0.002093697777607038
562523.3,194.5,0.9979255104588848,0.0020744895411152304
562523.3,195.5,0.9979447186953766,0.0020552813046234224
562523.3,198.5,0.9979639269318684,0.0020360730681316147
562523.3,209.0,0.9979831351683602,0.002016864831639807
562523.3,225.0,0.998002343404852,0.0019976565951479995
562523.3,234.0,0.9980215516413438,0.001978448358656192
562523.3,237.0,0.9980407598778356,0.001959240122164384
562523.3,247.5,0.9980791763508192,0.0019208236491807687
562523.3,263.5,0.998098384587311,0.001901615412688961
562523.3,271.5,0.9981175928238029,0.0018824071761971534
562523.3,273.0,0.9981368010602947,0.0018631989397053456
562523.3,274.5,0.9982136340062618,0.0017863659937381148
562523.3,275.5,0.9982520504792455,0.0017479495207544996
562523.3,276.5,0.9982712587157373,0.001728741284262692
562523.3,277.5,0.9982904669522291,0.001709533047770884
562523.3,278.5,0.9983288834252128,0.0016711165747872688
562523.3,279.5,0.9983865081346881,0.0016134918653118457
562523.3,280.5,0.9984057163711799,0.001594283628820038
562523.3,281.5,0.9984249246076717,0.0015750753923282304
562523.3,282.5,0.998501757553639,0.0014982424463609997
562523.3,283.5,0.9985785904996062,0.001421409500393769
562523.3,284.5,0.9986746316820653,0.0013253683179347304
562523.3,285.5,0.9987130481550489,0.001286951844951115
562523.3,286.5,0.9987514646280325,0.0012485353719674996
562523.3,287.5,0.9988090893375079,0.0011909106624920767
562523.3,288.5,0.9988667140469834,0.0011332859530166536
562523.3,289.5,0.9989243387564588,0.0010756612435412305
562523.3,290.5,0.999001171702426,0.0009988282975739997
562523.3,291.5,0.9990780046483932,0.000921995351606769
562523.3,292.5,0.9991356293578687,0.000864370642131346
562523.3,293.5,0.9991740458308522,0.0008259541691477306
562523.3,294.5,0.9992124623038359,0.0007875376961641152
562523.3,295.5,0.9992700870133113,0.0007299129866886921
562523.3,296.5,0.9993469199592785,0.0006530800407214614
562523.3,297.5,0.9993853364322621,0.000614663567737846
562523.3,298.5,0.9994237529052458,0.0005762470947542306
562523.3,299.5,0.9994429611417376,0.000557038858262423
562523.3,301.0,0.9994621693782294,0.0005378306217706152
562523.3,308.0,0.999500585851213,0.0004994141487869999
562523.3,315.0,0.9995197940877049,0.0004802059122951922
562523.3,321.0,0.9995390023241966,0.0004609976758033845
562523.3,335.0,0.9995582105606884,0.0004417894393115768
562523.3,353.5,0.9995774187971802,0.0004225812028197691
562523.3,368.0,0.999596627033672,0.00040337296632796143
562523.3,379.0,0.9996158352701638,0.00038416472983615374
562523.3,407.5,0.9996350435066557,0.00036495649334434605
562523.3,438.5,0.9996542517431475,0.00034574825685253837
562523.3,456.0,0.9996734599796393,0.0003265400203607307
562523.3,473.0,0.9996926682161311,0.000307331783868923
562523.3,481.5,0.9997118764526229,0.0002881235473771153
562523.3,608.5,0.9997310846891146,0.0002689153108853076
562523.3,738.0,0.9997502929256065,0.00024970707439349993
562523.3,741.5,0.9997695011620983,0.00023049883790169224
562523.3,746.5,0.9997887093985901,0.00021129060140988456
562523.3,763.5,0.9998079176350819,0.00019208236491807687
562523.3,787.5,0.9998271258715737,0.00017287412842626918
562523.3,803.0,0.9998463341080656,0.0001536658919344615
562523.3,816.0,0.9998655423445574,0.0001344576554426538
562523.3,829.5,0.9998847505810492,0.00011524941895084612
562523.3,835.0,0.999903958817541,9.604118245903844e-05
562523.3,837.0,0.9999231670540327,7.683294596723075e-05
562523.3,840.5,0.9999615835270164,3.8416472983615374e-05
562523.3,847.5,0.9999807917635082,1.9208236491807687e-05
682490.8163265308,0.5,0.48447014079637346,0.5155298592036265
682490.8163265308,1.5,0.4884270375136859,0.5115729624863141
682490.8163265308,2.5,0.4917884788997522,0.5082115211002478
682490.8163265308,3.5,0.49660974625919596,0.503390253740804
682490.8163265308,4.5,0.5115345460133305,0.48846545398666946
682490.8163265308,5.5,0.5701965002593112,0.4298034997406888
682490.8163265308,6.5,0.6191967115499126,0.3808032884500874
682490.8163265308,7.5,0.6557307773573309,0.3442692226426692
682490.8163265308,8.5,0.6865407886901903,0.31345921130980964
682490.8163265308,9.5,0.7129136973934423,0.2870863026065577
682490.8163265308,10.5,0.7354641670348245,0.26453583296517547
682490.8163265308,11.5,0.7539040740669599,0.24609592593304008
682490.8163265308,12.5,0.7720174410787346,0.22798255892126543
682490.8163265308,13.5,0.7910912199150996,0.2089087800849004
682490.8163265308,14.5,0.8105491634813008,0.1894508365186992
682490.8163265308,15.5,0.8324273448454698,0.16757265515453026
682490.8163265308,16.5,0.8465453986669483,0.1534546013330516
682490.8163265308,17.5,0.8573596358118362,0.1426403641881639
682490.8163265308,18.5,0.8693647836192159,0.13063521638078407
682490.8163265308,19.5,0.8782389888784311,0.12176101112156892
682490.8163265308,20.5,0.8857109928737442,0.11428900712625574
682490.8163265308,21.5,0.8958913582144024,0.10410864178559766
682490.8163265308,22.5,0.9056875588252242,0.09431244117477575
682490.8163265308,23.5,0.9144465146654885,0.08555348533451144
682490.8163265308,24.5,0.9217648527688673,0.07823514723113272
682490.8163265308,25.5,0.9271047425135899,0.07289525748641017
682490.8163265308,26.5,0.9316763027986401,0.06832369720135995
682490.8163265308,27.5,0.9359597395363132,0.06404026046368683
682490.8163265308,28.5,0.9421255834501835,0.05787441654981656
682490.8163265308,29.5,0.9457367319106433,0.05426326808935671
682490.8163265308,30.5,0.9490789650602178,0.05092103493978218
682490.8163265308,31.5,0.9510958298918576,0.048904170108142374
682490.8163265308,32.5,0.9531319029599893,0.046868097040010756
682490.8163265308,33.5,0.9552640172105799,0.044735982789420106
682490.8163265308,34.5,0.9574345479341542,0.04256545206584583
682490.8163265308,35.5,0.9595666621847448,0.04043333781525518
682490.8163265308,36.5,0.9616603599623519,0.03833964003764814
682490.8163265308,37.5,0.9632738518276637,0.0367261481723363
682490.8163265308,38.5,0.9650025931119264,0.0349974068880736
682490.8163265308,39.5,0.9663087531933693,0.03369124680663068
682490.8163265308,40.5,0.9682295768425501,0.03177042315744991
682490.8163265308,41.5,0.9700159428362882,0.0299840571637118
682490.8163265308,42.5,0.9723209312153052,0.027679068784694876
682490.8163265308,43.5,0.9747027525402893,0.025297247459710723
682490.8163265308,44.5,0.9770653656287817,0.022934634371218378
682490.8163265308,45.5,0.9784099421832082,0.021590057816791842
682490.8163265308,46.5,0.9795624363727167,0.02043756362728338
682490.8163265308,47.5,0.980522848197307,0.019477151802692994
682490.8163265308,48.5,0.9811759282380285,0.018824071761971532
682490.8163265308,49.5,0.9817329670962909,0.01826703290370911
682490.8163265308,50.5,0.9820979235896352,0.017902076410364766
682490.8163265308,51.5,0.9825781295019305,0.01742187049806957
682490.8163265308,52.5,0.9828470448128157,0.017152955187184266
682490.8163265308,53.5,0.9831159601237011,0.016884039876298957
682490.8163265308,54.5,0.9833656671980946,0.016634332801905457
682490.8163265308,55.5,0.9837690401644225,0.016230959835577496
682490.8163265308,56.5,0.9841724131307504,0.015827586869249535
682490.8163265308,57.5,0.9850367837728818,0.014963216227118189
682490.8163265308,58.5,0.9860932367799312,0.013906763220068766
682490.8163265308,59.5,0.9867463168206527,0.013253683179347305
682490.8163265308,60.5,0.9874570215708496,0.01254297842915042
682490.8163265308,61.5,0.9883213922129809,0.011678607787019074
682490.8163265308,62.5,0.988705556942817,0.01129444305718292
682490.8163265308,63.5,0.9893010122740631,0.010698987725936882
682490.8163265308,64.5,0.9897812181863583,0.01021878181364169
682490.8163265308,65.5,0.9902998405716371,0.009700159428362881
682490.8163265308,66.5,0.9909913370853421,0.009008662914657805
682490.8163265308,67.5,0.9912986688692111,0.008701331130788883
682490.8163265308,68.5,0.9917020418355391,0.008297958164460922
682490.8163265308,69.5,0.9918364994909817,0.008163500509018267
682490.8163265308,70.5,0.991913332436949,0.008086667563051037
682490.8163265308,71.5,0.9922014559843261,0.007798544015673921
682490.8163265308,72.5,0.992412746585736,0.007587253414264037
682490.8163265308,73.5,0.9925279960046868,0.00747200399531319
682490.8163265308,74.5,0.9926624536601295,0.007337546339870537
682490.8163265308,75.5,0.9927777030790803,0.007222296920919691
682490.8163265308,76.5,0.9928353277885558,0.007164672211444267
682490.8163265308,77.5,0.9928737442615393,0.007126255738460652
682490.8163265308,78.5,0.9930274101534738,0.006972589846526191
682490.8163265308,79.5,0.9930658266264574,0.006934173373542575
682490.8163265308,80.5,0.9931426595724246,0.006857340427575344
682490.8163265308,81.5,0.9932002842819001,0.006799715718099921
682490.8163265308,82.5,0.9932387007548837,0.006761299245116306
682490.8163265308,83.5,0.9933155337008509,0.006684466299149075
682490.8163265308,84.5,0.9933923666468182,0.006607633353181845
682490.8163265308,85.5,0.9934499913562935,0.006550008643706421
682490.8163265308,86.5,0.9936996984306871,0.006300301569312922
682490.8163265308,87.5,0.9937573231401625,0.006242676859837498
682490.8163265308,88.5,0.9937765313766543,0.00622346862334569
682490.8163265308,89.5,0.993814947849638,0.006185052150362075
682490.8163265308,90.5,0.9938725725591133,0.006127427440886652
682490.8163265308,91.5,0.9939301972685888,0.006069802731411229
682490.8163265308,92.5,0.9939494055050806,0.006050594494919422
682490.8163265308,93.5,0.994007030214556,0.005992969785443999
682490.8163265308,94.5,0.9940262384510478,0.00597376154895219
682490.8163265308,95.5,0.994103071397015,0.00589692860298496
682490.8163265308,96.5,0.9941606961064905,0.005839303893509537
682490.8163265308,97.5,0.9942183208159658,0.005781679184034114
682490.8163265308,98.5,0.9943911949443922,0.005608805055607844
682490.8163265308,99.5,0.9944296114173757,0.005570388582624229
682490.8163265308,100.5,0.994506444363343,0.005493555636656999
682490.8163265308,101.5,0.9945256525998348,0.005474347400165191
682490.8163265308,102.5,0.9945640690728185,0.005435930927181576
682490.8163265308,103.5,0.994602485545802,0.0053975144541979604
682490.8163265308,104.5,0.9946601102552775,0.005339889744722537
682490.8163265308,106.0,0.9947177349647529,0.005282265035247114
682490.8163265308,107.5,0.9947561514377365,0.0052438485622634985
682490.8163265308,109.0,0.9947945679107201,0.005205432089279883
682490.8163265308,110.5,0.9948329843837037,0.005167015616296268
682490.8163265308,111.5,0.9949290255661628,0.00507097443383723
682490.8163265308,112.5,0.9949482338026546,0.005051766197345421
682490.8163265308,113.5,0.9949866502756382,0.005013349724361806
682490.8163265308,114.5,0.9950634832216054,0.0049365167783945755
682490.8163265308,115.5,0.9951211079310809,0.004878892068919153
682490.8163265308,116.5,0.9951403161675727,0.004859683832427345
682490.8163265308,117.5,0.9952171491135399,0.0047828508864601145
682490.8163265308,118.5,0.9952939820595071,0.004706017940492883
682490.8163265308,119.5,0.9953516067689825,0.00464839323101746
682490.8163265308,120.5,0.9953708150054743,0.0046291849945256525
682490.8163265308,121.5,0.9954284397149498,0.00457156028505023
682490.8163265308,123.5,0.9954476479514416,0.004552352048558422
682490.8163265308,126.0,0.9954668561879334,0.004533143812066614
682490.8163265308,127.5,0.995505272660917,0.004494727339082999
682490.8163265308,129.0,0.9955436891339006,0.004456310866099384
682490.8163265308,130.5,0.9955628973703924,0.004437102629607575
682490.8163265308,131.5,0.9955821056068842,0.004417894393115768
682490.8163265308,132.5,0.995601313843376,0.00439868615662396
682490.8163265308,133.5,0.9956397303163597,0.004360269683640345
682490.8163265308,134.5,0.9956973550258351,0.004302644974164922
682490.8163265308,135.5,0.9957549797353105,0.004245020264689499
682490.8163265308,136.5,0.9958126044447859,0.004187395555214076
682490.8163265308,137.5,0.9958702291542614,0.004129770845738652
682490.8163265308,138.5,0.996004686809704,0.003995313190295999
682490.8163265308,139.5,0.9960431032826876,0.003956896717312384
682490.8163265308,140.5,0.9960815197556713,0.003918480244328768
682490.8163265308,141.5,0.9961583527016384,0.0038416472983615374
682490.8163265308,142.5,0.9964464762490156,0.003553523750984422
682490.8163265308,143.5,0.9965809339044582,0.003419066095541768
682490.8163265308,144.5,0.9967153915599009,0.0032846084400991143
682490.8163265308,145.5,0.9969074739248189,0.0030925260751810376
682490.8163265308,146.5,0.9971379727627206,0.0028620272372793455
682490.8163265308,147.5,0.9972148057086879,0.0027851942913121146
682490.8163265308,148.5,0.9973300551276387,0.0026699448723612683
682490.8163265308,149.5,0.997406888073606,0.002593111926394038
682490.8163265308,150.5,0.9974645127830813,0.002535487216918615
682490.8163265308,151.5,0.9975413457290486,0.002458654270951384
682490.8163265308,152.5,0.9976565951479994,0.0023434048520005377
682490.8163265308,153.5,0.9977526363304585,0.0022473636695414996
682490.8163265308,154.5,0.9977718445669503,0.002228155433049692
682490.8163265308,156.0,0.997810261039934,0.0021897389600660762
682490.8163265308,165.5,0.9978294692764257,0.0021705307235742686
682490.8163265308,181.5,0.9978486775129175,0.002151322487082461
682490.8163265308,190.5,0.9978678857494093,0.0021321142505906533
682490.8163265308,192.5,0.9978870939859011,0.0021129060140988457
682490.8163265308,193.5,0.997906302222393,0.002093697777607038
682490.8163265308,194.5,0.9979255104588848,0.0020744895411152304
682490.8163265308,195.5,0.9979447186953766,0.0020552813046234224
682490.8163265308,198.5,0.9979639269318684,0.0020360730681316147
682490.8163265308,209.0,0.9979831351683602,0.002016864831639807
682490.8163265308,225.0,0.998002343404852,0.0019976565951479995
682490.8163265308,234.0,0.9980215516413438,0.001978448358656192
682490.8163265308,237.0,0.9980407598778356,0.001959240122164384
682490.8163265308,247.5,0.9980791763508192,0.0019208236491807687
682490.8163265308,263.5,0.998098384587311,0.001901615412688961
682490.8163265308,271.5,0.9981175928238029,0.0018824071761971534
682490.8163265308,273.0,0.9981368010602947,0.0018631989397053456
682490.8163265308,274.5,0.9982136340062618,0.0017863659937381148
682490.8163265308,275.5,0.9982520504792455,0.0017479495207544996
682490.8163265308,276.5,0.9982712587157373,0.001728741284262692
682490.8163265308,277.5,0.9982904669522291,0.001709533047770884
682490.8163265308,278.5,0.9983288834252128,0.0016711165747872688
682490.8163265308,279.5,0.9983865081346881,0.0016134918653118457
682490.8163265308,280.5,0.9984057163711799,0.001594283628820038
682490.8163265308,281.5,0.9984249246076717,0.0015750753923282304
682490.8163265308,282.5,0.998501757553639,0.0014982424463609997
682490.8163265308,283.5,0.9985785904996062,0.001421409500393769
682490.8163265308,284.5,0.9986746316820653,0.0013253683179347304
682490.8163265308,285.5,0.9987130481550489,0.001286951844951115
682490.8163265308,286.5,0.9987514646280325,0.0012485353719674996
682490.8163265308,287.5,0.9988090893375079,0.0011909106624920767
682490.8163265308,288.5,0.9988667140469834,0.0011332859530166536
682490.8163265308,289.5,0.9989243387564588,0.0010756612435412305
682490.8163265308,290.5,0.999001171702426,0.0009988282975739997
682490.8163265308,291.5,0.9990780046483932,0.000921995351606769
682490.8163265308,292.5,0.9991356293578687,0.000864370642131346
682490.8163265308,293.5,0.9991740458308522,0.0008259541691477306
682490.8163265308,294.5,0.9992124623038359,0.0007875376961641152
682490.8163265308,295.5,0.9992700870133113,0.0007299129866886921
682490.8163265308,296.5,0.9993469199592785,0.0006530800407214614
682490.8163265308,297.5,0.9993853364322621,0.000614663567737846
682490.8163265308,298.5,0.9994237529052458,0.0005762470947542306
682490.8163265308,299.5,0.9994429611417376,0.000557038858262423
682490.8163265308,301.0,0.9994621693782294,0.0005378306217706152
682490.8163265308,308.0,0.999500585851213,0.0004994141487869999
682490.8163265308,315.0,0.9995197940877049,0.0004802059122951922
682490.8163265308,321.0,0.9995390023241966,0.0004609976758033845
682490.8163265308,335.0,0.9995582105606884,0.0004417894393115768
682490.8163265308,353.5,0.9995774187971802,0.0004225812028197691
682490.8163265308,368.0,0.999596627033672,0.00040337296632796143
682490.8163265308,379.0,0.9996158352701638,0.00038416472983615374
682490.8163265308,407.5,0.9996350435066557,0.00036495649334434605
682490.8163265308,438.5,0.9996542517431475,0.00034574825685253837
682490.8163265308,456.0,0.9996734599796393,0.0003265400203607307
682490.8163265308,473.0,0.9996926682161311,0.000307331783868923
682490.8163265308,481.5,0.9997118764526229,0.0002881235473771153
682490.8163265308,608.5,0.9997310846891146,0.0002689153108853076
682490.8163265308,738.0,0.9997502929256065,0.00024970707439349993
682490.8163265308,741.5,0.9997695011620983,0.00023049883790169224
682490.8163265308,746.5,0.9997887093985901,0.00021129060140988456
682490.8163265308,763.5,0.9998079176350819,0.00019208236491807687
682490.8163265308,787.5,0.9998271258715737,0.00017287412842626918
682490.8163265308,803.0,0.9998463341080656,0.0001536658919344615
682490.8163265308,816.0,0.9998655423445574,0.0001344576554426538
682490.8163265308,829.5,0.9998847505810492,0.00011524941895084612
682490.8163265308,835.0,0.999903958817541,9.604118245903844e-05
682490.8163265308,837.0,0.9999231670540327,7.683294596723075e-05
682490.8163265308,840.5,0.9999615835270164,3.8416472983615374e-05
682490.8163265308,847.5,0.9999807917635082,1.9208236491807687e-05
781597.642857143,0.5,0.49570695914408097,0.504293040855919
781597.642857143,1.5,0.4988186934557538,0.5011813065442462
781597.642857143,2.5,0.5014886383281151,0.4985113616718849
781597.642857143,3.5,0.5055415762278865,0.49445842377211346
781597.642857143,4.5,0.5188528841167093,0.48114711588329073
781597.642857143,5.5,0.5764391771191487,0.4235608228808513
781597.642857143,6.5,0.6247286836595533,0.3752713163404468
781597.642857143,7.5,0.6602831294058893,0.33971687059411076
781597.642857143,8.5,0.6906129348264536,0.3093870651735464
781597.642857143,9.5,0.7162751387795087,0.28372486122049134
781597.642857143,10.5,0.7385374848735138,0.2614625151264862
781597.642857143,11.5,0.756689268358272,0.24331073164172798
781597.642857143,12.5,0.7742648047482761,0.22573519525172395
781597.642857143,13.5,0.7927623364898868,0.20723766351011313
781597.642857143,14.5,0.8120474059276618,0.18795259407233822
781597.642857143,15.5,0.8335606307984864,0.16643936920151362
781597.642857143,16.5,0.8474289775455716,0.15257102245442847
781597.642857143,17.5,0.858166381744492,0.14183361825550797
781597.642857143,18.5,0.8700754883694128,0.12992451163058719
781597.642857143,19.5,0.8787576112637099,0.12124238873629012
781597.642857143,20.5,0.8860951576035804,0.11390484239641958
781597.642857143,21.5,0.8962371064712549,0.10376289352874513
781597.642857143,22.5,0.9059948906090932,0.09400510939090682
781597.642857143,23.5,0.9146962217398821,0.08530377826011794
781597.642857143,24.5,0.9219953516067689,0.07800464839323101
781597.642857143,25.5,0.9273352413514915,0.07266475864850848
781597.642857143,26.5,0.9318875934000499,0.06811240659995006
781597.642857143,27.5,0.9361518219012313,0.06384817809876875
781597.642857143,28.5,0.9422984575786097,0.05770154242139029
781597.642857143,29.5,0.9458903978025778,0.05410960219742225
781597.642857143,30.5,0.9492326309521523,0.05076736904784772
781597.642857143,31.5,0.9512494957837921,0.04875050421620791
781597.642857143,32.5,0.9532855688519237,0.046714431148076295
781597.642857143,33.5,0.9553792666295308,0.044620733370469255
781597.642857143,34.5,0.9575305891166132,0.04246941088338679
781597.642857143,35.5,0.959643495130712,0.04035650486928795
781597.642857143,36.5,0.9617179846718272,0.03828201532817272
781597.642857143,37.5,0.9633314765371391,0.036668523462860876
781597.642857143,38.5,0.9650602178214018,0.03493978217859818
781597.642857143,39.5,0.9663663779028447,0.03363362209715526
781597.642857143,40.5,0.9682872015520255,0.03171279844797449
781597.642857143,41.5,0.9700543593092719,0.029945640690728186
781597.642857143,42.5,0.9723593476882887,0.027640652311711263
781597.642857143,43.5,0.9747411690132729,0.02525883098672711
781597.642857143,44.5,0.9771037821017652,0.022896217898234764
781597.642857143,45.5,0.9784291504197,0.021570849580300033
781597.642857143,46.5,0.9795816446092084,0.020418355390791572
781597.642857143,47.5,0.9805420564337988,0.01945794356620119
