Credit_Amt,number_of_Credit,new sam 0,new sam 1,information gain,recall,filter rate
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
129010.0,1.0,21627,30434,-0.0007622686657057579,0.0,1.0
383563.0,2.0,23982,28079,-0.0006880985583889096,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
1560000.0,17.0,48593,3468,-5.978812682549267e-05,0.0,1.0
100000.0,1.0,21193,30868,-0.0008209868881789775,0.0,1.0
129200.0,1.0,21628,30433,-0.0007621362423962871,0.0,1.0
177200.0,1.0,22146,29915,-0.0007199676208726052,0.0,1.0
1380000.0,14.0,45819,6242,-6.717565746264947e-05,0.0,1.0
137000.0,1.0,21734,30327,-0.0007481734699334025,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
100000.0,1.0,21193,30868,-0.0008209868881789775,0.0,1.0
500000.0,5.0,26064,25997,-0.0006833634916056167,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
256796.0,6.0,28841,23220,-0.0004918697642585304,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
518000.0,10.0,36935,15126,-0.00015099197719569551,0.0,1.0
475000.0,7.0,31798,20263,-0.0003545756514132595,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
490000.0,1.0,24178,27883,-0.0006887162141710132,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
207100.0,5.0,25483,26578,-0.0007552676203814307,0.0,1.0
123740.0,1.0,21589,30472,-0.0007673104605778122,0.0,1.0
313000.0,1.0,23178,28883,-0.0007136673386871836,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
414000.0,1.0,23790,28271,-0.000687072908171181,0.0,1.0
95000.0,2.0,22399,29662,-0.0007376372548475035,0.0,1.0
608000.0,5.0,26394,25667,-0.0006688045166060863,0.0,1.0
153000.0,3.0,23559,28502,-0.0007668899023335618,0.0,1.0
105796.0,2.0,22497,29564,-0.000725047087638965,0.0,1.0
278092.0,1.0,22893,29168,-0.0006753947467563332,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
280420.0,1.0,22915,29146,-0.0006726932374508388,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
215100.0,3.0,23787,28274,-0.0007633422772389473,0.0,1.0
181200.0,9.0,35297,16764,-0.00023174480655355212,0.0,1.0
11700.0,1.0,19433,32628,-0.0008029433856183085,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
150000.0,1.0,21850,30211,-0.0007330609808651675,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
648000.0,1.0,25024,27037,-0.000709541619589471,0.0,1.0
190920.0,1.0,22242,29819,-0.0007077455949424799,0.0,1.0
480000.0,1.0,24111,27950,-0.0006482311608906402,0.0,1.0
858000.0,9.0,36195,15866,-0.0001842804806788667,0.0,1.0
1011275.0,1.0,28686,23375,-0.0007833739385339766,0.0,1.0
70000.0,1.0,20848,31213,-0.0008423675903445685,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
82000.0,2.0,22321,29740,-0.0007477446233491378,0.0,1.0
25000.0,1.0,19846,32215,-0.0008502778133849601,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
565800.0,9.0,35576,16485,-0.000211659389953045,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
132500.0,4.0,24167,27894,-0.0008196917166847228,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
332800.0,5.0,25702,26359,-0.0007277246677206209,0.0,1.0
689000.0,16.0,43339,8722,-6.602235077764196e-05,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
463000.0,1.0,24049,28012,-0.0006556386280439155,0.0,1.0
491663.0,2.0,24491,27570,-0.0006751660685087799,0.0,1.0
44840.0,2.0,22052,30009,-0.0006587359601227041,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
1996000.0,20.0,49982,2079,-3.492252815864155e-05,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
50000.0,1.0,20428,31633,-0.0007949899483310832,0.0,1.0
401420.0,6.0,29052,23009,-0.0004705885941062096,0.0,1.0
49000.0,2.0,22073,29988,-0.0006561652983678654,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
360000.0,1.0,23399,28662,-0.0006861295574486434,0.0,1.0
686088.0,11.0,38291,13770,-0.00011052859980376084,0.0,1.0
338783.0,6.0,28950,23111,-0.000480819255579433,0.0,1.0
288400.0,12.0,39039,13022,-0.00011747797728593051,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
21760.0,2.0,21852,30209,-0.0006835007058254711,0.0,1.0
126450.0,1.0,21609,30452,-0.0007646545249729644,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
209000.0,3.0,23781,28280,-0.0007641189445798321,0.0,1.0
170495.0,8.0,33561,18500,-0.0003161410549131563,0.0,1.0
511000.0,6.0,29241,22820,-0.0004519129108311523,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
450000.0,1.0,23944,28117,-0.0006682866893908401,0.0,1.0
337057.0,24.0,47585,4476,-6.109672875263122e-05,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
193608.0,1.0,22252,29809,-0.0007064791980247245,0.0,1.0
946599.0,2.0,27321,24740,-0.000762955590173843,0.0,1.0
1100000.0,1.0,31403,20658,-0.0007560178405909002,0.0,1.0
227000.0,1.0,22585,29476,-0.0007138444355040408,0.0,1.0
450000.0,1.0,23944,28117,-0.0006682866893908401,0.0,1.0
1500000.0,1.0,40190,11871,-0.0003540833110288119,0.0,1.0
200000.0,1.0,22319,29742,-0.0007227873080631955,0.0,1.0
250000.0,1.0,22731,29330,-0.000695471567626095,0.0,1.0
200000.0,1.0,22319,29742,-0.0007227873080631955,0.0,1.0
200000.0,1.0,22319,29742,-0.0007227873080631955,0.0,1.0
810000.0,4.0,26484,25577,-0.0007085393261769338,0.0,1.0
770000.0,1.0,25737,26324,-0.0007494056699850343,0.0,1.0
400000.0,1.0,23591,28470,-0.0006626842099198213,0.0,1.0
1640000.0,1.0,41963,10098,-0.0002834239385408957,0.0,1.0
3360.0,1.0,18976,33085,-0.0007891935995050572,0.0,1.0
450000.0,1.0,23944,28117,-0.0006682866893908401,0.0,1.0
260000.0,1.0,22810,29251,-0.0006856404981791311,0.0,1.0
408000.0,1.0,23761,28300,-0.0006906420691958973,0.0,1.0
650000.0,2.0,25252,26809,-0.0006816554843900521,0.0,1.0
100000.0,1.0,21193,30868,-0.0008209868881789775,0.0,1.0
188000.0,1.0,22216,29845,-0.0007110441629021094,0.0,1.0
700000.0,2.0,25494,26567,-0.0007538714093608886,0.0,1.0
47000.0,1.0,20398,31663,-0.000799120805477331,0.0,1.0
427000.0,1.0,23838,28223,-0.0006811873008171557,0.0,1.0
374390.0,11.0,38072,13989,-0.00012261737799697942,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
920000.0,10.0,37787,14274,-0.0001264204015417117,0.0,1.0
883475.0,4.0,26986,25075,-0.0007782850040204958,0.0,1.0
175000.0,2.0,23019,29042,-0.0006841553312261911,0.0,1.0
104500.0,2.0,22491,29570,-0.0007258144415192222,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
565500.0,1.0,24619,27442,-0.0007605374265389278,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
199805.0,5.0,25476,26585,-0.0007561568237682073,0.0,1.0
298000.0,3.0,24078,27983,-0.0007261875645288851,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
607240.0,12.0,39181,12880,-0.00010958683884604303,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
320000.0,1.0,23204,28857,-0.0007103967954136745,0.0,1.0
314100.0,20.0,45683,6378,-8.935061293562085e-05,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
110000.0,3.0,23321,28740,-0.000771862617287393,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
578000.0,1.0,24682,27379,-0.000752481014976443,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
88000.0,1.0,21060,31001,-0.0008394847814205547,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
151040.0,4.0,24229,27832,-0.0008386946346571819,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
1375200.0,2.0,38040,14021,-0.0004174260913778066,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
232000.0,3.0,23851,28210,-0.000755084542434406,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
180000.0,1.0,22164,29897,-0.0007176670618398162,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
114500.0,1.0,21455,30606,-0.0007852409264935897,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
155000.0,3.0,23571,28490,-0.000765330956347253,0.0,1.0
400000.0,8.0,33729,18332,-0.00030220932443674603,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
67986.0,3.0,23154,28907,-0.0007676671072257071,0.0,1.0
420000.0,1.0,23808,28253,-0.000684862597812072,0.0,1.0
150000.0,1.0,21850,30211,-0.0007330609808651675,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
89000.0,2.0,22363,29698,-0.0007422926308552208,0.0,1.0
227000.0,3.0,23826,28235,-0.0007583044095952965,0.0,1.0
286520.0,1.0,22940,29121,-0.000669630564355074,0.0,1.0
227481.0,5.0,25510,26551,-0.0007518429746882702,0.0,1.0
350582.0,6.0,28978,23083,-0.00047800023703622324,0.0,1.0
331509.0,5.0,25701,26360,-0.0007278492204629977,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
540146.0,61.0,51399,662,-9.47522559002073e-06,0.0,1.0
149000.0,3.0,23512,28549,-0.0007471194739412101,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
19000.0,1.0,19645,32416,-0.0008255840727310129,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
150000.0,2.0,22822,29239,-0.0006841539274653544,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
210000.0,1.0,22490,29571,-0.000725942377800097,0.0,1.0
200000.0,1.0,22319,29742,-0.0007227873080631955,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
46000.0,2.0,22063,29998,-0.0006573887232336068,0.0,1.0
301000.0,11.0,38033,14028,-0.00012482778696825542,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
200000.0,1.0,22319,29742,-0.0007227873080631955,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
266361.0,7.0,31564,20497,-0.0003753388988707654,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
127000.0,4.0,24161,27900,-0.0008204930401108507,0.0,1.0
986500.0,16.0,43834,8227,-0.00010138745789078224,0.0,1.0
374156.0,3.0,24362,27699,-0.0007673998866783507,0.0,1.0
257336.0,1.0,22798,29263,-0.0006871288487856272,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
537000.0,12.0,39132,12929,-0.00011228292993721578,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
260662.0,5.0,25580,26481,-0.0007430022243069753,0.0,1.0
35100.0,4.0,23967,28094,-0.000740241566946527,0.0,1.0
515586.0,1.0,24366,27695,-0.0007668836584719951,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
266000.0,1.0,22843,29218,-0.000681556708391727,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
106000.0,3.0,23301,28760,-0.0007744791317045446,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
170000.0,1.0,22084,29977,-0.0007279234032386769,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
75200.0,1.0,20933,31128,-0.0008573718422705337,0.0,1.0
99000.0,1.0,21182,30879,-0.0008225077460871019,0.0,1.0
300000.0,1.0,22996,29065,-0.0006627980170968509,0.0,1.0
144685.0,1.0,21806,30255,-0.0007387727648162715,0.0,1.0
420000.0,2.0,24173,27888,-0.000664861825029256,0.0,1.0
180000.0,4.0,24311,27750,-0.0008276690696472702,0.0,1.0
54150.0,1.0,20561,31500,-0.0008027752785205247,0.0,1.0
640000.0,7.0,32124,19937,-0.00034513037602769414,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
249300.0,2.0,23384,28677,-0.0006879799166953846,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
33629.0,1.0,20102,31959,-0.0008405555214879498,0.0,1.0
650000.0,13.0,40161,11900,-7.129285325949836e-05,0.0,1.0
158596.0,6.0,28722,23339,-0.00048237501607636263,0.0,1.0
851470.0,1.0,26298,25763,-0.0008122126876938598,0.0,1.0
333500.0,1.0,23270,28791,-0.0007021316148713361,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
400000.0,1.0,23591,28470,-0.0006626842099198213,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
90000.0,1.0,21084,30977,-0.0008361291521313055,0.0,1.0
205980.0,1.0,22477,29584,-0.0007276066930076916,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
117000.0,3.0,23352,28709,-0.0007678166390289246,0.0,1.0
1376100.0,2.0,38055,14006,-0.00044119841795418197,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
430840.0,1.0,23858,28203,-0.0006787430368792799,0.0,1.0
0.0,0.0,1,52060,-1.4248889507878504e-07,1.0,1.9208236491807687e-05
