credit_amt,number_of_credit,new_sam_1,new_sam_0,information_gain
1349201,21,3779,48282,8.18E-05
1003000,9,14722,37339,0.000212914
0,0,52060,1,1.42E-07
1170000,2,18617,33444,0.000624198
1852912,146,135,51926,1.93E-05
1215288,24,3377,48684,1.75E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1335579,24,2978,49083,3.04E-05
1414146,5,12909,39152,0.000381359
1510000,4,11507,40554,0.000319501
0,0,52060,1,1.42E-07
1626000,7,7933,44128,0.00020596
1010000,5,22657,29404,0.000694554
939000,5,24019,28042,0.000674604
3307488,11,1564,50497,7.99E-06
1500000,8,8215,43846,0.000186824
300000,3,27971,24090,0.000724677
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1165533,34,2085,49976,5.44E-05
950724,9,15374,36687,0.00018081
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1375716,6,12106,39955,0.000305776
0,0,52060,1,1.42E-07
1752514,7,7181,44880,0.000186249
0,0,52060,1,1.42E-07
1200000,7,13559,38502,0.000305371
0,0,52060,1,1.42E-07
146000,5,26691,25370,0.000717571
506000,5,25980,26081,0.000681316
0,0,52060,1,1.42E-07
1908086,10,5019,47042,8.00E-05
0,0,52060,1,1.42E-07
422000,5,26182,25879,0.000705853
1092488,18,6187,45874,0.000109093
1610000,8,7318,44743,0.000176066
122754,7,20623,31438,0.000367198
50000,12,13072,38989,0.000120313
1300000,5,15166,36895,0.000458648
1270139,18,4991,47070,7.82E-05
2782000,6,2842,49219,1.41E-05
1342000,23,3216,48845,4.38E-05
0,0,52060,1,1.42E-07
1101910,5,19845,32216,0.00065749
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1241988,22,3867,48194,6.97E-05
1342000,10,8619,43442,0.000142781
0,0,52060,1,1.42E-07
2876187,14,1735,50326,1.35E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2598543,14,2174,49887,1.43E-05
0,0,52060,1,1.42E-07
1150000,4,18980,33081,0.00066661
1100000,10,11871,40190,0.000172497
1371400,8,9786,42275,0.000212878
120000,5,26736,25325,0.000723161
900000,4,24927,27134,0.0007595
36800,1,31919,20142,0.000834884
0,0,52060,1,1.42E-07
29832,1,32128,19933,0.00083785
1430500,20,3460,48601,7.76E-05
1353618,12,7432,44629,9.58E-05
0,0,52060,1,1.42E-07
2347467,11,3278,48783,8.41E-05
1046000,17,7032,45029,0.000100502
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
36899,1,31916,20145,0.000834459
849700,7,19267,32794,0.00032518
1201056,28,2690,49371,2.77E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1075000,13,9979,42082,9.66E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2762400,44,464,51597,1.44E-05
0,0,52060,1,1.42E-07
1090000,5,20267,31794,0.000707859
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2388851,48,499,51562,1.74E-05
8001500,14,199,51862,2.84E-05
0,0,52060,1,1.42E-07
1186320,5,17667,34394,0.000544455
0,0,52060,1,1.42E-07
846500,7,19286,32775,0.000326787
1675000,11,5479,46582,0.000112353
1379420,7,10685,41376,0.000290401
2350000,8,3897,48164,0.000112603
1181000,8,12623,39438,0.000227927
2120000,5,6195,45866,0.000127889
5250000,18,308,51753,4.40E-05
800000,9,16055,36006,0.000182289
1273000,17,5280,46781,9.79E-05
4050530,57,209,51852,6.89E-08
2109877,6,5778,46283,0.000115685
1121439,5,19311,32750,0.000677725
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
10900,3,29120,22941,0.00069383
0,0,52060,1,1.42E-07
199000,11,14064,37997,0.000126884
990000,5,23488,28573,0.000688791
1252535,13,7876,44185,8.09E-05
978750,8,16691,35370,0.000226412
150000,1,30211,21850,0.000733061
822900,6,21859,30202,0.000441823
1125000,19,5456,46605,9.28E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1040000,5,21758,30303,0.000667232
2093000,19,2059,50002,3.36E-05
4085591,27,387,51674,8.38E-06
0,0,52060,1,1.42E-07
161000,3,28468,23593,0.000762477
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1304366,52,787,51274,1.78E-05
1131289,27,3021,49040,3.27E-05
0,0,52060,1,1.42E-07
544100,5,25858,26203,0.000691749
1571000,8,7614,44447,0.000179296
2770000,14,1883,50178,4.36E-06
2140138,6,5607,46454,0.000103303
1030000,9,14228,37833,0.000178391
1124000,19,5462,46599,9.32E-05
170000,1,29977,22084,0.000727923
0,0,52060,1,1.42E-07
866000,21,5876,46185,5.99E-05
1477478,13,5796,46265,6.85E-05
0,0,52060,1,1.42E-07
701500,10,14922,37139,0.000138742
2852000,15,1577,50484,1.95E-05
1255929,14,7279,44782,8.65E-05
1600000,5,10244,41817,0.000273493
1410000,4,13227,38834,0.000413023
0,0,52060,1,1.42E-07
1337610,7,11283,40778,0.000322244
2891000,11,1997,50064,2.97E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1875400,6,7162,44899,0.00016344
774257,7,19556,32505,0.000331148
1040000,5,21758,30303,0.000667232
1329080,5,14561,37500,0.00047293
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2914200,8,2296,49765,3.28E-05
6017083,22,128,51933,1.83E-05
2098000,16,2576,49485,5.12E-05
875060,5,24533,27528,0.000710619
971405,3,24374,27687,0.000744051
1616599,41,1217,50844,3.77E-06
2536000,7,3459,48602,5.92E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1305500,12,7909,44152,0.000126901
1142357,13,9108,42953,9.88E-05
2000913,13,3869,48192,4.01E-05
710000,7,19744,32317,0.000328608
0,0,52060,1,1.42E-07
1051000,5,21343,30718,0.000671504
1335211,58,659,51402,9.30E-06
1708255,16,3265,48796,4.68E-05
0,0,52060,1,1.42E-07
1098000,5,20032,32029,0.000679604
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
996320,28,3197,48864,5.86E-05
97000,1,30906,21155,0.000826248
1056325,21,5295,46766,8.20E-05
1321318,21,3906,48155,9.14E-05
1412971,22,3152,48909,4.00E-05
0,0,52060,1,1.42E-07
1003000,9,14722,37339,0.000212914
1930000,5,7457,44604,0.000147227
1852601,145,139,51922,1.98E-05
1200863,24,3441,48620,2.00E-05
632000,5,25606,26455,0.00066156
0,0,52060,1,1.42E-07
1138000,7,14757,37304,0.000393545
0,0,52060,1,1.42E-07
2406000,7,3926,48135,9.30E-05
3381386,13,1430,50631,3.70E-06
300000,3,27971,24090,0.000724677
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
70000,1,31213,20848,0.000842368
1057068,33,2282,49779,4.89E-05
0,0,52060,1,1.42E-07
1229794,9,10803,41258,0.000216001
719000,6,22261,29800,0.000418693
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1225365,18,5255,46806,6.46E-05
1545000,15,4367,47694,5.46E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2608356,8,3028,49033,4.74E-05
893690,5,24383,27678,0.000692438
0,0,52060,1,1.42E-07
728944,6,22240,29821,0.000416714
0,0,52060,1,1.42E-07
965751,5,23777,28284,0.000646159
559400,14,10943,41118,7.74E-05
1964205,16,2779,49282,3.25E-05
425000,4,27102,24959,0.000769478
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1919254,5,7543,44518,0.000153737
0,0,52060,1,1.42E-07
3000,2,30382,21679,0.00065707
2323241,47,532,51529,2.03E-05
2115000,38,1086,50975,2.02E-05
1470000,8,8523,43538,0.00021235
2545184,14,2310,49751,2.05E-05
1126000,18,5922,46139,0.000107925
1269348,18,4994,47067,7.84E-05
0,0,52060,1,1.42E-07
1848086,10,5250,46811,7.91E-05
0,0,52060,1,1.42E-07
1143209,18,5799,46262,9.93E-05
1154280,28,2786,49275,3.29E-05
1700000,9,6314,45747,0.000136961
1550000,5,10798,41263,0.000277842
3093151,14,1519,50542,6.40E-06
0,0,52060,1,1.42E-07
1500000,7,9055,43006,0.000236071
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
577134,11,13881,38180,0.000116587
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2572471,42,593,51468,7.92E-09
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1650000,8,7090,44971,0.000157725
0,0,52060,1,1.42E-07
6000,1,32980,19081,0.000826596
960000,5,23831,28230,0.000652454
0,0,52060,1,1.42E-07
988643,32,2466,49595,6.29E-05
992985,9,15021,37040,0.000218288
544100,5,25858,26203,0.000691749
200000,1,29742,22319,0.000722787
0,0,52060,1,1.42E-07
1133711,27,3007,49054,3.20E-05
0,0,52060,1,1.42E-07
29832,1,32128,19933,0.00083785
1267208,12,8261,43800,0.000103471
0,0,52060,1,1.42E-07
2354467,11,3260,48801,8.27E-05
1976600,5,7147,44914,0.000142684
1067000,17,6861,45200,0.000121784
0,0,52060,1,1.42E-07
915500,11,13188,38873,0.000102674
3400000,5,2037,50024,1.86E-05
3477443,15,1189,50872,2.75E-05
40000,1,31848,20213,0.000824873
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1285000,18,4923,47138,7.38E-05
8008500,14,196,51865,2.80E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2747040,44,472,51589,1.50E-05
3945899,57,223,51838,2.64E-07
0,0,52060,1,1.42E-07
453000,11,13962,38099,0.000121097
2053000,8,5129,46932,8.74E-05
0,0,52060,1,1.42E-07
1060000,5,21111,30950,0.000670931
5150000,19,302,51759,4.32E-05
2260000,7,4525,47536,0.000119535
1854000,8,6062,45999,0.000118012
1300000,5,15166,36895,0.000458648
1290000,6,13570,38491,0.000373172
4660,2,30367,21694,0.000655228
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
161000,3,28468,23593,0.000762477
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1040000,13,10441,41620,8.54E-05
1004464,10,13506,38555,0.000146136
199000,11,14064,37997,0.000126884
1145000,4,19103,32958,0.000681256
0,0,52060,1,1.42E-07
1068535,12,10796,41265,0.000131719
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1022000,5,22246,29815,0.000646024
146000,5,26691,25370,0.000717571
0,0,52060,1,1.42E-07
95000,1,30923,21138,0.000828607
4129716,27,370,51691,7.19E-06
0,0,52060,1,1.42E-07
164000,2,29118,22943,0.000693581
978750,8,16691,35370,0.000226412
0,0,52060,1,1.42E-07
1337600,24,2971,49090,3.01E-05
1110000,7,15335,36726,0.000380117
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1075000,5,20712,31349,0.000650879
1010000,6,19927,32134,0.000490476
0,0,52060,1,1.42E-07
2785000,14,1852,50209,3.60E-06
0,0,52060,1,1.42E-07
2270138,7,4470,47591,0.000115042
0,0,52060,1,1.42E-07
1140000,10,11257,40804,0.000162055
0,0,52060,1,1.42E-07
1513852,7,8898,43163,0.000222524
1264911,14,7193,44868,8.15E-05
405000,2,27954,24107,0.000672843
6058000,54,32,52029,4.56E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2368053,8,3824,48237,0.000106468
0,0,52060,1,1.42E-07
6087,1,32932,19129,0.000819735
825000,4,25488,26573,0.000749798
0,0,52060,1,1.42E-07
1649716,7,7793,44268,0.000194099
600000,2,27036,25025,0.000709418
2001514,10,4663,47398,5.79E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
971405,3,24374,27687,0.000744051
1460000,6,10698,41363,0.000291587
1603611,40,1289,50772,6.11E-06
0,0,52060,1,1.42E-07
400000,1,28470,23591,0.000662684
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1425500,13,6254,45807,6.78E-05
2100000,6,5842,46219,0.000120445
1123048,13,9318,42743,9.77E-05
1956829,13,3983,48078,4.63E-05
2556000,8,3200,48861,5.88E-05
2833000,11,2087,49974,1.08E-05
1085000,12,10560,41501,0.000131293
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1099200,29,2677,49384,2.71E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
927000,11,13149,38912,0.000100629
1628000,17,3192,48869,5.83E-05
2902521,16,1297,50764,3.59E-05
0,0,52060,1,1.42E-07
766400,3,26034,26027,0.000713244
0,0,52060,1,1.42E-07
806000,5,24929,27132,0.000631487
1057677,21,5288,46773,8.16E-05
1318163,21,3918,48143,9.24E-05
1413251,22,3148,48913,3.98E-05
17600,1,32457,19604,0.000831412
1835174,144,146,51915,2.08E-05
947308,21,5783,46278,5.49E-05
1450000,6,10843,41218,0.000281859
1068979,7,16297,35764,0.000382012
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1320000,10,8887,43174,0.00016213
567500,2,27187,24874,0.00072821
1012000,6,19867,32194,0.000484354
33000,1,31971,20090,0.000842261
1224000,9,10882,41179,0.000168393
729363,9,16235,35826,0.000194348
1046316,13,10359,41702,8.12E-05
1204675,18,5399,46662,7.32E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
215400,10,15304,36757,0.000162052
1265751,6,13958,38103,0.000341093
1340000,6,12701,39360,0.000361172
806000,10,14711,37350,0.000126556
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
728944,6,22240,29821,0.000416714
1260000,5,15948,36113,0.00046407
0,0,52060,1,1.42E-07
1215000,7,13241,38820,0.000298525
1831000,8,6179,45882,0.000126686
6864500,6,371,51690,5.31E-05
0,0,52060,1,1.42E-07
2300686,47,539,51522,2.10E-05
672220,4,26246,25815,0.000713722
0,0,52060,1,1.42E-07
5050000,19,325,51736,4.65E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1077000,17,6774,45287,0.000115669
480000,1,27950,24111,0.000648231
0,0,52060,1,1.42E-07
62500,1,31299,20762,0.000854513
0,0,52060,1,1.42E-07
1017700,11,12317,39744,0.000102853
1109015,28,2906,49155,3.99E-05
605000,2,26999,25062,0.000704853
2010000,15,3119,48942,3.81E-05
0,0,52060,1,1.42E-07
4400000,15,786,51275,1.77E-05
2956000,9,2135,49926,3.86E-05
1220000,7,13157,38904,0.000291242
2574856,14,2240,49821,1.72E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1276000,20,4316,47745,8.34E-05
1287915,18,4914,47147,7.32E-05
200000,1,29742,22319,0.000722787
0,0,52060,1,1.42E-07
1055800,7,16574,35487,0.000386135
2263767,11,3523,48538,8.23E-05
0,0,52060,1,1.42E-07
1270000,7,12299,39762,0.000279641
6000,1,32980,19081,0.000826596
0,0,52060,1,1.42E-07
923893,31,2608,49453,5.35E-05
778600,6,22061,30000,0.000420009
0,0,52060,1,1.42E-07
1186391,28,2727,49334,2.97E-05
0,0,52060,1,1.42E-07
1350000,5,14130,37931,0.000428411
250000,1,29330,22731,0.000695472
1755300,5,8820,43241,0.0002159
0,0,52060,1,1.42E-07
80000,4,28011,24050,0.000835394
0,0,52060,1,1.42E-07
29832,1,32128,19933,0.00083785
1161500,17,6087,45974,0.000102166
1269148,12,8238,43823,0.00010206
0,0,52060,1,1.42E-07
2053600,6,6065,45996,0.000100665
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1217659,18,5299,46762,6.72E-05
962200,10,14059,38002,0.000126597
1425000,5,12685,39376,0.000384094
1149000,20,4983,47078,9.47E-05
2096000,19,2052,50009,3.32E-05
4155063,27,363,51698,6.72E-06
0,0,52060,1,1.42E-07
164000,2,29118,22943,0.000693581
161000,3,28468,23593,0.000762477
0,0,52060,1,1.42E-07
3693939,8,1469,50592,5.55E-07
0,0,52060,1,1.42E-07
3911630,57,228,51833,3.61E-07
0,0,52060,1,1.42E-07
1200000,8,12312,39749,0.000222045
7994500,14,203,51858,2.90E-05
1460000,1,12456,39605,0.000386528
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2627085,44,511,51550,1.84E-05
0,0,52060,1,1.42E-07
1788086,10,5470,46591,9.37E-05
0,0,52060,1,1.42E-07
1059050,10,12573,39488,0.000158139
1700000,6,8368,43693,0.000221129
42000,10,15354,36707,0.00016522
0,0,52060,1,1.42E-07
3013361,14,1593,50468,9.10E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
591634,12,12893,39168,0.000110299
2591159,42,569,51492,3.20E-08
1330000,10,8783,43278,0.000154511
1145000,14,8404,43657,9.80E-05
0,0,52060,1,1.42E-07
1560000,5,10675,41386,0.000313155
11900,4,28125,23936,0.000744193
0,0,52060,1,1.42E-07
1240000,14,7434,44627,9.59E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1304300,7,11755,40306,0.000367744
1003085,13,10892,41169,8.58E-05
1274500,10,9381,42680,0.00013004
1100924,9,12859,39202,0.000228051
2550000,8,3224,48837,6.05E-05
1311000,6,13158,38903,0.000406071
0,0,52060,1,1.42E-07
2800000,14,1834,50227,3.19E-06
0,0,52060,1,1.42E-07
1176741,22,4171,47890,5.73E-05
0,0,52060,1,1.42E-07
2270138,7,4470,47591,0.000115042
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1288938,14,7016,45045,7.15E-05
405000,2,27954,24107,0.000672843
6677500,61,23,52038,3.28E-06
0,0,52060,1,1.42E-07
6000,1,32980,19081,0.000826596
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1098000,8,14189,37872,0.000298264
560000,15,9922,42139,7.05E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1701880,16,3275,48786,4.74E-05
1437193,11,6974,45087,0.000112628
2001514,10,4663,47398,5.79E-05
1103876,7,15466,36595,0.000370202
1006000,6,20028,32033,0.000500858
0,0,52060,1,1.42E-07
506000,5,25980,26081,0.000681316
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1550000,6,9620,42441,0.000240885
1623746,41,1210,50851,3.57E-06
2581900,9,2955,49106,5.97E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1720000,5,9095,42966,0.000217715
947051,42,1549,50512,1.80E-05
1051087,13,10275,41786,0.000100607
1940847,13,4028,48033,4.88E-05
1075000,5,20712,31349,0.000650879
501405,2,27512,24549,0.00066816
0,0,52060,1,1.42E-07
512000,5,25959,26102,0.00067879
0,0,52060,1,1.42E-07
1698742,5,9300,42761,0.000235168
0,0,52060,1,1.42E-07
991000,9,15058,37003,0.000189328
2122000,22,1768,50293,5.13E-05
1830000,7,6745,45316,0.000150638
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
20500,1,32296,19765,0.000861947
97000,1,30906,21155,0.000826248
1055247,21,5305,46756,8.27E-05
1326528,21,3890,48171,9.02E-05
1403641,22,3209,48852,4.34E-05
17600,1,32457,19604,0.000831412
2520000,4,4118,47943,8.77E-05
0,0,52060,1,1.42E-07
1810561,143,150,51911,2.14E-05
885021,20,6226,45835,7.99E-05
1335628,23,3242,48819,4.54E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1118000,5,19431,32630,0.00066393
1051346,13,10273,41788,0.000100494
1731000,6,8127,43934,0.000222796
2136167,5,6088,45973,0.000119921
1192930,18,5480,46581,7.83E-05
3241414,9,1763,50298,1.67E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1080000,5,20567,31494,0.00068805
0,0,52060,1,1.42E-07
1530000,7,8738,43323,0.000209015
1680000,5,9448,42613,0.000248068
215400,10,15304,36757,0.000162052
285000,3,28016,24045,0.000730351
0,0,52060,1,1.42E-07
1114979,9,12619,39442,0.000227616
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
958944,6,20954,31107,0.000438312
0,0,52060,1,1.42E-07
1090000,5,20267,31794,0.000707859
123720,1,30473,21588,0.000767443
2001514,10,4663,47398,5.79E-05
0,0,52060,1,1.42E-07
400000,1,28470,23591,0.000662684
1389912,11,7553,44508,0.000119061
1565681,7,8421,43640,0.000225748
2001000,5,6904,45157,0.000124849
0,0,52060,1,1.42E-07
506000,5,25980,26081,0.000681316
0,0,52060,1,1.42E-07
965520,14,10342,41719,8.03E-05
2638144,14,2098,49963,1.12E-05
1426000,22,3054,49007,4.91E-05
1265472,18,5015,47046,7.98E-05
0,0,52060,1,1.42E-07
1918086,10,4977,47084,7.73E-05
0,0,52060,1,1.42E-07
397000,4,27202,24859,0.000782398
1252077,18,5084,46977,8.44E-05
1830000,10,5314,46747,8.33E-05
1700000,6,8368,43693,0.000221129
0,0,52060,1,1.42E-07
2683146,14,2021,50040,8.46E-06
1810000,5,8366,43695,0.000199192
955996,5,23863,28198,0.000656199
0,0,52060,1,1.42E-07
591634,12,12893,39168,0.000110299
2409548,40,755,51306,3.01E-06
1015000,10,13340,38721,0.000136004
0,0,52060,1,1.42E-07
40000,1,31848,20213,0.000824873
0,0,52060,1,1.42E-07
1403519,5,13095,38966,0.000375117
1570000,8,7627,44434,0.000180357
2960000,9,2129,49932,3.82E-05
4475000,15,753,51308,1.54E-05
1355000,10,8473,43588,0.000132639
1042400,6,19050,33011,0.000470288
2924395,15,1510,50551,5.40E-05
0,0,52060,1,1.42E-07
130000,5,26715,25346,0.000720549
1132550,8,13497,38564,0.000299963
0,0,52060,1,1.42E-07
400000,1,28470,23591,0.000662684
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
197375,2,28919,23142,0.000693398
1184500,18,5528,46533,8.13E-05
0,0,52060,1,1.42E-07
2319687,11,3346,48715,8.96E-05
2253600,7,4553,47508,0.000121844
0,0,52060,1,1.42E-07
1012000,16,7975,44086,8.65E-05
480000,1,27950,24111,0.000648231
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1480000,4,11992,40069,0.000365869
1088673,28,2958,49103,4.30E-05
1328068,13,7202,44859,8.20E-05
0,0,52060,1,1.42E-07
1336035,51,786,51275,1.77E-05
31000,2,30133,21928,0.00067403
7982000,14,206,51855,2.94E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2578260,43,564,51497,5.55E-08
1570000,4,10758,41303,0.000321014
0,0,52060,1,1.42E-07
2087000,8,5006,47055,9.64E-05
2275116,47,550,51511,2.20E-05
806000,10,14711,37350,0.000126556
0,0,52060,1,1.42E-07
1920000,11,4633,47428,8.78E-05
1935000,11,4579,47482,8.40E-05
1473500,5,11870,40191,0.000353987
1150000,5,18597,33464,0.000621896
882000,5,24475,27586,0.000703561
1470420,7,9372,42689,0.00026428
2350000,7,4151,47910,0.000110986
1920000,5,7539,44522,0.000153432
1600000,5,10244,41817,0.000273493
2008000,9,4958,47103,7.61E-05
2200000,6,5264,46797,8.00E-05
5200000,20,273,51788,3.90E-05
5400000,6,709,51352,4.98E-07
1550000,6,9620,42441,0.000240885
0,0,52060,1,1.42E-07
3976116,9,1261,50800,5.15E-06
1195990,5,17437,34624,0.000519682
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
76000,7,20662,31399,0.000370673
0,0,52060,1,1.42E-07
1445000,5,12302,39759,0.000346969
1059050,10,12573,39488,0.000158139
1274500,10,9381,42680,0.00013004
0,0,52060,1,1.42E-07
3953319,58,195,51866,8.25E-14
0,0,52060,1,1.42E-07
995244,6,20437,31624,0.000543911
0,0,52060,1,1.42E-07
1020000,8,15790,36271,0.000259452
1573600,7,8369,43692,0.000221216
0,0,52060,1,1.42E-07
4160567,27,361,51700,6.59E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
4323000,4,1325,50736,7.45E-06
161000,3,28468,23593,0.000762477
547500,8,18161,33900,0.000288318
0,0,52060,1,1.42E-07
36899,1,31916,20145,0.000834459
1193487,28,2712,49349,2.89E-05
954500,16,8336,43725,8.10E-05
3080000,5,2442,49619,2.72E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1883071,5,7822,44239,0.000175549
1838852,8,6147,45914,0.000124292
1395000,5,13315,38746,0.000372383
1030000,7,17212,34849,0.000320399
3342000,16,1059,51002,1.84E-05
1283279,14,7045,45016,7.31E-05
1466000,6,10615,41446,0.000284051
1128000,4,19556,32505,0.000707219
6927500,64,22,52039,3.14E-06
0,0,52060,1,1.42E-07
1041000,13,10422,41639,8.44E-05
1080800,28,2978,49083,4.43E-05
0,0,52060,1,1.42E-07
1343000,9,9306,42755,0.000194203
217500,1,29535,22526,0.000721345
1005000,5,22807,29254,0.000712683
0,0,52060,1,1.42E-07
1156000,9,11949,40112,0.000212254
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1100000,9,12907,39154,0.000231782
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
5564923,21,214,51847,3.06E-05
1791170,45,774,51287,1.69E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1395500,13,6593,45468,6.12E-05
979277,42,1548,50513,1.79E-05
2300000,7,4360,47701,0.000128578
1041786,13,10412,41649,8.39E-05
1130000,6,16837,35224,0.00048162
1914068,13,4089,47972,5.24E-05
805000,3,25814,26247,0.000737851
0,0,52060,1,1.42E-07
1273241,55,775,51286,1.69E-05
0,0,52060,1,1.42E-07
198100,3,28304,23757,0.00076723
0,0,52060,1,1.42E-07
1618300,6,8951,43110,0.000249704
2800000,14,1834,50227,3.19E-06
1062000,10,12533,39528,0.000155523
1162000,7,14283,37778,0.000348856
1524000,10,6747,45314,9.76E-05
2994053,10,1976,50085,2.85E-05
1292100,8,10879,41182,0.000242016
0,0,52060,1,1.42E-07
1800000,4,8644,43417,0.000222693
16000,1,32505,19556,0.000785789
1050757,21,5339,46722,8.49E-05
1326443,21,3891,48170,9.03E-05
1400326,22,3234,48827,4.49E-05
1099000,7,15614,36447,0.00038407
2240000,6,5018,47043,0.000138128
1767064,142,161,51900,2.30E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2950000,9,2145,49916,3.93E-05
1950000,8,5593,46468,0.000102312
200000,2,28901,23160,0.000691164
1011486,13,10792,41269,8.08E-05
1000000,5,23104,28957,0.000749243
969600,6,20864,31197,0.000429652
0,0,52060,1,1.42E-07
310254,2,28375,23686,0.000724962
2329254,6,4553,47508,0.000121844
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
256000,2,28637,23424,0.000683052
1720000,7,7383,44678,0.000181423
2536167,6,3695,48366,5.83E-05
0,0,52060,1,1.42E-07
3343193,10,1610,50451,9.77E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
698562,9,16289,35772,0.000198032
