credit_amt,number_of_credit,new_sam_1,new_sam_0,information_gain
4830299,55,131,51930,1.87E-05
0,0,52060,1,1.42E-07
1679000,5,9456,42605,0.000248772
8095000,14,177,51884,2.53E-05
1500000,5,11500,40561,0.000318849
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
11500000,10,29,52032,4.13E-06
2353880,41,778,51283,3.80E-06
1650000,6,8705,43356,0.000227973
8400000,6,212,51849,3.03E-05
470000,2,27673,24388,0.000639216
1154000,12,9602,42459,0.000114593
0,0,52060,1,1.42E-07
29958,2,30156,21905,0.000676888
91000,1,30943,21118,0.000831389
1131000,5,19069,32992,0.000677194
2686625,16,1503,50558,1.55E-05
1190000,5,17599,34462,0.00053708
0,0,52060,1,1.42E-07
1000000,13,10973,41088,9.00E-05
1086386,24,3901,48160,3.01E-05
1328616,22,3555,48506,6.57E-05
0,0,52060,1,1.42E-07
1428692,22,3039,49022,4.81E-05
1315395,13,7309,44752,8.83E-05
0,0,52060,1,1.42E-07
3076686,279,38,52023,5.42E-06
1017563,21,5528,46533,6.67E-05
0,0,52060,1,1.42E-07
69500,4,28042,24019,0.000839582
3170000,12,1631,50430,1.06E-05
1695900,42,1114,50947,1.32E-06
0,0,52060,1,1.42E-07
5650,1,32995,19066,0.000828747
1093449,16,7200,44861,0.000111534
0,0,52060,1,1.42E-07
1169856,5,18110,33951,0.00056699
880217,5,24492,27569,0.000705626
1546600,9,7172,44889,0.000126397
450000,1,28117,23944,0.000668287
2515000,6,3787,48274,6.43E-05
200000,2,28901,23160,0.000691164
20352,1,32300,19761,0.000862526
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
269000,1,29207,22854,0.000680198
2446278,17,1727,50334,4.79E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1042912,7,16899,35162,0.000352559
0,0,52060,1,1.42E-07
1086000,6,17944,34117,0.00052334
0,0,52060,1,1.42E-07
2359000,22,1419,50642,4.60E-05
0,0,52060,1,1.42E-07
1183800,15,7256,44805,8.52E-05
0,0,52060,1,1.42E-07
553000,5,25822,26239,0.000687394
0,0,52060,1,1.42E-07
700000,2,26567,25494,0.000753871
0,0,52060,1,1.42E-07
1129486,28,2855,49206,3.69E-05
1657000,26,1950,50111,1.45E-05
840000,6,21793,30268,0.000435452
1791534,11,5052,47009,9.97E-05
1098000,15,8115,43946,0.00012457
0,0,52060,1,1.42E-07
2835000,35,517,51544,6.18E-07
1383000,8,9658,42403,0.000222784
2925800,9,2174,49887,4.13E-05
1326000,18,4708,47353,9.32E-05
0,0,52060,1,1.42E-07
2507200,8,3366,48695,7.06E-05
52500,1,31528,20533,0.000806641
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1057000,4,21627,30434,0.000733193
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
60810,1,31324,20737,0.000778721
1162022,27,2934,49127,2.82E-05
2390000,5,4628,47433,0.000128096
1179000,6,15742,36319,0.000396234
930000,8,17020,35041,0.000234366
0,0,52060,1,1.42E-07
1076000,9,13379,38682,0.000214659
1075600,6,18213,33848,0.000478408
45700,2,30000,22061,0.000657634
0,0,52060,1,1.42E-07
1210000,3,17469,34592,0.000523099
0,0,52060,1,1.42E-07
2123800,19,2006,50055,3.03E-05
1260000,5,15948,36113,0.00046407
0,0,52060,1,1.42E-07
1384687,4,13752,38309,0.000415378
3456000,19,825,51236,2.06E-05
1471000,19,3401,48660,5.54E-05
1820403,7,6785,45276,0.000153795
0,0,52060,1,1.42E-07
2200000,22,1654,50407,4.21E-05
0,0,52060,1,1.42E-07
885000,6,21520,30541,0.000472507
1333293,15,6002,46059,9.64E-05
0,0,52060,1,1.42E-07
895492,24,4386,47675,5.57E-05
1427000,20,3485,48576,7.94E-05
0,0,52060,1,1.42E-07
1640000,4,9959,42102,0.000270797
880000,5,24497,27564,0.000706234
2188020,12,3593,48468,6.84E-05
0,0,52060,1,1.42E-07
1089254,16,7253,44808,0.000115103
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1546600,9,7172,44889,0.000126397
1996707,6,6418,45643,0.000108014
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1001000,18,6901,45160,9.22E-05
0,0,52060,1,1.42E-07
1040000,7,16977,35084,0.000359565
1650165,5,9654,42407,0.000243828
1042100,5,21661,30400,0.00065585
1902070,7,6338,45723,0.000138816
1003050,4,23343,28718,0.000779305
759000,12,12717,39344,0.000100824
1368000,7,10826,41235,0.000280339
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1398000,16,4864,47197,7.01E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1242000,13,7992,44069,8.74E-05
85740,2,29723,22338,0.000745535
6670000,6,418,51643,1.80E-05
0,0,52060,1,1.42E-07
1252000,25,2996,49065,3.14E-05
2526000,7,3501,48560,6.20E-05
1216689,30,2331,49730,3.50E-05
785560,4,25729,26332,0.000727268
762000,8,17741,34320,0.000255445
7202069,26,30,52031,4.28E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
700000,2,26567,25494,0.000753871
791520,5,25005,27056,0.000640291
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1171000,15,7375,44686,9.23E-05
1235978,9,10712,41349,0.000208828
2213000,12,3508,48553,8.12E-05
1050619,5,21351,30710,0.00067245
942182,35,2196,49865,6.34E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1100000,22,4607,47454,6.93E-05
1070500,19,5867,46194,8.75E-05
1195000,5,17467,34594,0.000522885
1195000,7,13650,38411,0.000313379
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
274280,9,16723,35338,0.000228743
5742994,13,478,51583,1.16E-05
0,0,52060,1,1.42E-07
1000000,10,13659,38402,0.00015575
2500000,14,2408,49653,2.54E-05
1009000,7,17703,34358,0.000363435
2500000,6,3853,48208,6.88E-05
2762425,22,985,51076,1.38E-05
0,0,52060,1,1.42E-07
1852840,17,2734,49327,3.01E-05
1201000,25,3188,48873,1.88E-05
1865948,13,4233,47828,6.11E-05
1241000,5,16338,35723,0.000504802
1024539,13,10635,41426,7.31E-05
1800000,8,6357,45704,0.000140292
1386008,8,9622,42439,0.000219795
0,0,52060,1,1.42E-07
269000,1,29207,22854,0.000680198
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
990000,5,23488,28573,0.000688791
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
105247,2,29566,22495,0.000725303
0,0,52060,1,1.42E-07
143000,2,29301,22760,0.000691854
142000,5,26694,25367,0.000717943
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
100000,1,30868,21193,0.000820987
1298900,18,4863,47198,7.00E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1728300,50,604,51457,6.26E-06
1186300,18,5513,46548,8.04E-05
1415900,5,12877,39184,0.000403236
0,0,52060,1,1.42E-07
3490000,9,1573,50488,8.33E-06
430310,5,26160,25901,0.000703159
496000,7,20227,31834,0.00035143
1498000,12,6068,45993,8.49E-05
1200000,12,9061,43000,9.61E-05
0,0,52060,1,1.42E-07
1090667,11,11164,40897,0.00015573
0,0,52060,1,1.42E-07
3365168,47,336,51725,5.01E-06
1442019,21,3190,48871,5.81E-05
973700,30,2741,49320,6.33E-05
0,0,52060,1,1.42E-07
2121100,23,1684,50377,4.45E-05
2000000,5,6981,45080,0.000130406
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1700000,5,9290,42771,0.000234306
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1206000,26,2989,49072,1.99E-05
1000000,10,13659,38402,0.00015575
12000,3,29109,22952,0.000692461
0,0,52060,1,1.42E-07
1657000,47,716,51345,1.29E-05
2167000,9,4343,47718,8.53E-05
2239900,45,615,51446,2.82E-05
0,0,52060,1,1.42E-07
1050000,5,21453,30608,0.00063175
292000,3,27995,24066,0.0007277
32000,1,31989,20072,0.000844824
1912000,6,6921,45140,0.000144595
979000,7,18442,33619,0.0003113
838000,5,24764,27297,0.000661589
5830000,5,631,51430,2.37E-06
966000,4,24310,27751,0.000709611
2010000,9,4949,47112,7.55E-05
2340000,4,4938,47123,0.000131439
2710000,4,3361,48700,3.82E-05
948000,8,16895,35166,0.000241452
2836488,5,2953,49108,2.91E-05
2000000,7,5820,46241,0.000100781
970000,4,24271,27790,0.000704869
1027000,5,22124,29937,0.000631941
2660000,6,3238,48823,3.17E-05
6004000,22,131,51930,1.87E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1039369,34,2218,49843,6.52E-05
1245000,4,16577,35484,0.000530457
4252354,28,299,51762,2.96E-06
0,0,52060,1,1.42E-07
3107000,4,2445,49616,2.74E-05
5174500,61,78,51983,1.11E-05
0,0,52060,1,1.42E-07
4906421,55,123,51938,1.75E-05
0,0,52060,1,1.42E-07
1017000,6,19732,32329,0.000470708
1294553,5,15277,36784,0.00047014
1539000,5,10939,41122,0.000268232
0,0,52060,1,1.42E-07
1500000,5,11500,40561,0.000318849
470000,2,27673,24388,0.000639216
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2364453,40,808,51253,4.94E-06
1650000,6,8705,43356,0.000227973
8111000,14,176,51885,2.51E-05
27500,2,30178,21883,0.000679629
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1068693,24,3983,48078,3.40E-05
1341296,22,3499,48562,6.19E-05
1425182,22,3061,49000,4.95E-05
3052902,274,54,52007,7.70E-06
1143598,23,3986,48075,4.65E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1360000,5,13930,38131,0.000408341
1563000,34,1583,50478,1.99E-05
2457200,8,3530,48531,8.29E-05
1486000,15,4714,47347,7.62E-05
1055000,8,15072,36989,0.000293946
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1193657,27,2860,49201,2.45E-05
2340000,5,4873,47188,0.000126084
0,0,52060,1,1.42E-07
1264000,4,16150,35911,0.000484992
1190000,5,17599,34462,0.00053708
1128000,6,16881,35180,0.000486182
1067390,9,13532,38529,0.000226187
1118000,13,9388,42673,8.89E-05
0,0,52060,1,1.42E-07
1387727,15,5562,46499,8.35E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1011000,22,5101,46960,8.55E-05
1288500,4,15668,36393,0.000511524
2209588,16,2359,49702,5.46E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
3170000,12,1631,50430,1.06E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
683000,4,26206,25855,0.000760872
2807170,16,1373,50688,9.40E-06
380605,2,28093,23968,0.000689819
2250000,5,5362,46699,0.000144431
1500000,5,11500,40561,0.000318849
0,0,52060,1,1.42E-07
998800,14,10117,41944,9.19E-05
1030000,9,14228,37833,0.000178391
1162182,8,12960,39101,0.00025476
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1362000,8,9908,42153,0.000222871
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1770400,5,8706,43355,0.00022806
0,0,52060,1,1.42E-07
1094701,28,2941,49120,4.20E-05
1929000,31,1402,50659,1.07E-05
1983018,11,4442,47619,7.46E-05
0,0,52060,1,1.42E-07
29958,2,30156,21905,0.000676888
5650,1,32995,19066,0.000828747
1154000,12,9602,42459,0.000114593
2171000,20,1842,50219,5.75E-05
0,0,52060,1,1.42E-07
960000,4,24372,27689,0.000717184
1349000,6,12524,39537,0.000344326
0,0,52060,1,1.42E-07
1026205,2,22803,29258,0.000712197
2361026,14,2710,49351,4.31E-05
810000,6,21919,30142,0.000406691
0,0,52060,1,1.42E-07
1324000,18,4717,47344,9.38E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
870480,6,21617,30444,0.00048226
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1385600,7,10597,41464,0.000282426
162500,2,29123,22938,0.000694204
0,0,52060,1,1.42E-07
52500,1,31528,20533,0.000806641
2706300,9,2620,49441,3.75E-05
700000,2,26567,25494,0.000753871
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
122015,1,30499,21562,0.000770904
10000,1,32769,19292,0.000796693
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2179000,22,1687,50374,4.47E-05
2740853,12,2190,49871,1.50E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1222800,16,6088,45973,8.62E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1315000,8,10552,41509,0.000278379
274280,9,16723,35338,0.000228743
4232627,15,859,51202,2.33E-05
0,0,52060,1,1.42E-07
2515000,14,2377,49684,2.38E-05
1951500,6,6657,45404,0.000124914
1043218,8,15314,36747,0.000257668
1085000,20,5417,46644,0.000107776
6178800,4,547,51514,6.33E-06
2161106,5,5917,46144,0.000107571
96000,2,29651,22410,0.000736218
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1026020,9,14278,37783,0.000181766
1257000,18,5062,46999,8.29E-05
0,0,52060,1,1.42E-07
1430324,15,5140,46921,8.82E-05
1200000,5,17352,34709,0.000510651
2401120,13,2826,49235,5.07E-05
1549000,5,10809,41252,0.000278822
85740,2,29723,22338,0.000745535
0,0,52060,1,1.42E-07
2268000,13,3153,48908,5.56E-05
2192865,20,1808,50253,5.46E-05
1310000,4,15187,36874,0.000540624
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2182600,6,5359,46702,8.63E-05
1242000,13,7992,44069,8.74E-05
0,0,52060,1,1.42E-07
130000,1,30425,21636,0.000761077
1356000,27,2464,49597,1.69E-05
1251528,29,2402,49659,2.51E-05
2547600,8,3233,48828,6.11E-05
1241000,25,3037,49024,3.36E-05
6670780,7,367,51694,2.53E-05
1987978,5,7076,44985,0.000137383
1027631,13,10608,41453,7.18E-05
1874062,13,4210,47851,5.97E-05
0,0,52060,1,1.42E-07
1201000,25,3188,48873,1.88E-05
1420844,72,319,51742,4.02E-06
1108043,5,19683,32378,0.000665941
0,0,52060,1,1.42E-07
2665703,12,2338,49723,2.18E-05
2123800,19,2006,50055,3.03E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1947200,8,5604,46457,0.00010309
1290000,5,15355,36706,0.000478283
3450000,9,1588,50473,8.90E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1251946,75,362,51699,6.66E-06
0,0,52060,1,1.42E-07
900000,3,25084,26977,0.000779435
0,0,52060,1,1.42E-07
899300,30,2784,49277,6.66E-05
1103627,12,10245,41816,0.000125923
0,0,52060,1,1.42E-07
1498000,12,6068,45993,8.49E-05
121180,14,11028,41033,8.16E-05
0,0,52060,1,1.42E-07
1725000,49,631,51430,7.70E-06
1130000,4,19507,32554,0.000701276
0,0,52060,1,1.42E-07
2351100,24,1297,50764,3.59E-05
0,0,52060,1,1.42E-07
1762200,51,586,51475,5.37E-06
0,0,52060,1,1.42E-07
1170000,7,14140,37921,0.000335803
1406900,20,3650,48411,7.24E-05
138000,2,29337,22724,0.000696346
0,0,52060,1,1.42E-07
1470100,13,5849,46212,7.16E-05
0,0,52060,1,1.42E-07
1265100,5,15814,36247,0.000450401
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1060532,34,2191,49870,6.30E-05
1200000,5,17352,34709,0.000510651
1400000,7,10390,41671,0.00028671
200000,1,29742,22319,0.000722787
1354100,18,4528,47533,8.05E-05
1244192,8,11565,40496,0.00023841
0,0,52060,1,1.42E-07
52500,1,31528,20533,0.000806641
0,0,52060,1,1.42E-07
986000,7,18374,33687,0.000343289
1090000,9,13114,38947,0.000248151
0,0,52060,1,1.42E-07
9000,2,30328,21733,0.000650451
1244806,28,2588,49473,3.55E-05
3970000,6,1428,50633,1.18E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1335000,17,4937,47124,0.000110276
12000,3,29109,22952,0.000692461
1458000,9,7915,44146,0.00016311
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2154341,14,3213,48848,4.36E-05
3233000,9,1770,50291,1.70E-05
1100000,4,20388,31673,0.000722609
68000,2,29829,22232,0.000733964
1619000,7,8001,44060,0.000211809
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1164000,12,9501,42560,0.00010847
0,0,52060,1,1.42E-07
1164073,7,14242,37819,0.000345093
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1420000,3,13089,38972,0.000424779
1106206,28,2913,49148,4.03E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
4126082,27,372,51689,7.33E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1274000,4,15935,36126,0.000487863
0,0,52060,1,1.42E-07
1019800,15,8938,43123,7.69E-05
3020000,12,1755,50306,1.63E-05
0,0,52060,1,1.42E-07
1091000,2,20818,31243,0.000776139
0,0,52060,1,1.42E-07
380605,2,28093,23968,0.000689819
2550000,6,3639,48422,5.47E-05
0,0,52060,1,1.42E-07
1812182,9,5790,46271,0.000116573
1214000,5,16965,35096,0.000494942
1057888,24,4021,48040,3.59E-05
1199000,11,9659,42402,0.000104277
0,0,52060,1,1.42E-07
1161000,14,8252,43809,8.91E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
45700,2,30000,22061,0.000657634
1199000,14,7860,44201,8.00E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1727860,7,7328,44733,0.00019883
0,0,52060,1,1.42E-07
1342816,22,3483,48578,6.08E-05
1001000,18,6901,45160,9.22E-05
21638,1,32264,19797,0.000857326
0,0,52060,1,1.42E-07
1103796,5,19796,32265,0.000651749
1586600,10,6339,45722,0.000102628
20352,1,32300,19761,0.000862526
0,0,52060,1,1.42E-07
430310,5,26160,25901,0.000703159
1086375,16,7278,44783,0.000116802
1427327,22,3046,49015,4.86E-05
1377117,15,5644,46417,8.89E-05
2180000,5,5815,46246,0.000100436
2231520,45,622,51439,2.89E-05
0,0,52060,1,1.42E-07
50087,2,29975,22086,0.000654577
0,0,52060,1,1.42E-07
2395648,41,728,51333,2.18E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
8061000,14,184,51877,2.63E-05
0,0,52060,1,1.42E-07
5127500,60,83,51978,1.18E-05
0,0,52060,1,1.42E-07
5057522,57,102,51959,1.45E-05
0,0,52060,1,1.42E-07
2232000,2,5579,46482,0.000162996
1582000,6,9308,42753,0.000258494
8627000,7,105,51956,1.50E-05
1029000,8,15619,36442,0.000246194
3071951,275,44,52017,6.27E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1563000,34,1583,50478,1.99E-05
1486000,15,4714,47347,7.62E-05
0,0,52060,1,1.42E-07
1132011,23,4048,48013,5.00E-05
5304000,20,256,51805,3.66E-05
3310000,7,1819,50242,2.87E-06
1970000,5,7190,44871,0.000145929
1193000,8,12426,39635,0.00023094
2110000,10,4309,47752,8.29E-05
1664500,6,8578,43483,0.00021703
0,0,52060,1,1.42E-07
2900000,7,2417,49644,2.59E-05
1049000,7,16764,35297,0.000340574
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2525000,14,2360,49701,2.29E-05
4266160,16,679,51382,1.05E-05
0,0,52060,1,1.42E-07
1203886,22,4050,48011,5.01E-05
0,0,52060,1,1.42E-07
1195000,5,17467,34594,0.000522885
1056000,20,5610,46451,0.000103516
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
796010,8,17647,34414,0.000248332
1820403,7,6785,45276,0.000153795
0,0,52060,1,1.42E-07
1910000,6,6939,45122,0.000145974
2358000,14,2721,49340,4.38E-05
1187000,5,17659,34402,0.000543585
1422013,15,5216,46845,9.34E-05
1301000,26,2711,49350,1.78E-05
855873,10,14569,37492,0.00013085
1257830,9,10391,41670,0.000184284
1461900,2,12328,39733,0.000373871
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1320000,7,11549,40512,0.000347614
0,0,52060,1,1.42E-07
130000,1,30425,21636,0.000761077
1274641,30,2243,49818,4.61E-05
2647600,8,2920,49141,4.07E-05
1165000,24,3575,48486,2.57E-05
950030,5,23912,28149,0.000661953
979916,13,11177,40884,6.79E-05
1879878,13,4194,47867,5.87E-05
1200000,5,17352,34709,0.000510651
1620000,20,2645,49416,5.62E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
123450,14,11027,41034,8.15E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1206000,26,2989,49072,1.99E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2848736,40,481,51580,1.52E-06
1500000,15,4628,47433,7.06E-05
1498000,12,6068,45993,8.49E-05
1066171,5,20935,31126,0.000677115
1400000,7,10390,41671,0.00028671
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1500000,5,11500,40561,0.000318849
1081388,28,2974,49087,4.40E-05
2125223,11,3996,48065,9.85E-05
0,0,52060,1,1.42E-07
1159000,5,18367,33694,0.000595692
1166073,8,12897,39164,0.000249653
0,0,52060,1,1.42E-07
20000,1,32379,19682,0.000820346
0,0,52060,1,1.42E-07
1819000,8,6228,45833,0.000130383
0,0,52060,1,1.42E-07
2123413,14,3296,48765,4.87E-05
1164000,12,9501,42560,0.00010847
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
238000,3,28188,23873,0.000752257
1000000,4,23605,28456,0.000812922
5050000,19,325,51736,4.65E-05
3400000,8,1683,50378,4.74E-06
1860000,5,8002,44059,0.000169867
7533500,5,333,51728,4.76E-05
9000000,6,95,51966,1.35E-05
1229000,9,10817,41244,0.000217113
0,0,52060,1,1.42E-07
2235030,45,618,51443,2.85E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1240000,3,16787,35274,0.00055343
2321893,41,795,51266,4.43E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2033300,7,5637,46424,0.000105439
1756800,50,597,51464,5.91E-06
2611100,25,953,51108,1.20E-05
1769000,50,590,51471,5.56E-06
1037206,36,2038,50023,5.07E-05
1405000,5,13073,38988,0.000372986
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1600000,5,10244,41817,0.000273493
5593500,65,42,52019,5.99E-06
0,0,52060,1,1.42E-07
20000,1,32379,19682,0.000820346
1053000,7,16640,35421,0.000392336
5155494,57,91,51970,1.30E-05
8049500,14,185,51876,2.64E-05
4233011,27,328,51733,4.54E-06
0,0,52060,1,1.42E-07
3690000,9,1436,50625,3.86E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
792180,5,25000,27061,0.00063971
1036400,23,4531,47530,6.45E-05
1346200,15,5885,46176,8.87E-05
0,0,52060,1,1.42E-07
1211000,15,6999,45062,8.38E-05
269000,1,29207,22854,0.000680198
0,0,52060,1,1.42E-07
1090000,5,20267,31794,0.000707859
1104620,7,15448,36613,0.000390834
220310,4,27656,24405,0.000842504
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
119000,2,29466,22595,0.000712578
1680600,10,5888,46173,0.000105524
0,0,52060,1,1.42E-07
690000,7,19809,32252,0.000334131
1023000,7,17342,34719,0.000331563
1591000,20,2729,49332,4.43E-05
36067,1,31925,20136,0.000835733
0,0,52060,1,1.42E-07
3328000,19,863,51198,2.36E-05
1408000,9,8524,43537,0.000171744
0,0,52060,1,1.42E-07
1946043,6,6707,45354,0.000128562
36030,1,31926,20135,0.000835875
1927860,8,5695,46366,0.000109613
1062345,5,21021,31040,0.000660334
0,0,52060,1,1.42E-07
1085100,5,20390,31671,0.000722854
1083405,16,7307,44754,0.000118784
0,0,52060,1,1.42E-07
1010000,8,16004,36057,0.000276461
0,0,52060,1,1.42E-07
380605,2,28093,23968,0.000689819
0,0,52060,1,1.42E-07
880000,4,25117,26944,0.000783658
0,0,52060,1,1.42E-07
636000,2,26872,25189,0.000689302
0,0,52060,1,1.42E-07
52500,1,31528,20533,0.000806641
0,0,52060,1,1.42E-07
700000,2,26567,25494,0.000753871
2635403,11,2503,49558,3.06E-05
0,0,52060,1,1.42E-07
1565472,9,7026,45035,0.000152705
500000,2,27536,24525,0.000671054
122015,1,30499,21562,0.000770904
2874305,16,1319,50742,7.22E-06
2118600,5,6198,45863,0.000128115
3000,1,33112,18949,0.000792986
1912000,25,1757,50304,1.64E-05
4920000,7,831,51230,2.32E-07
1194335,28,2709,49352,2.87E-05
1082699,24,3914,48147,3.07E-05
1490642,23,2596,49465,3.60E-05
0,0,52060,1,1.42E-07
3085210,274,43,52018,6.13E-06
1127178,23,4069,47992,5.12E-05
1342091,21,3809,48252,8.40E-05
1124000,7,15039,37022,0.000397499
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1055000,9,13744,38317,0.000224782
1168620,9,11763,40298,0.000198229
1886000,16,2915,49146,4.04E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
100440,3,28798,23263,0.000779464
0,0,52060,1,1.42E-07
2525000,14,2360,49701,2.29E-05
4619016,16,569,51492,4.57E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1535000,9,7247,44814,0.000131765
1062000,20,5574,46487,0.000100971
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
984769,9,15170,36891,0.000197035
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1380000,4,13852,38209,0.000425472
1004010,10,13512,38549,0.000146508
1820403,7,6785,45276,0.000153795
1142000,7,14680,37381,0.000386138
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1280993,6,13673,38388,0.000359658
36067,1,31925,20136,0.000835733
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1135000,5,18966,33095,0.000664952
