Credit_Amt,number_of_Credit,Debit_Amt,number_of_Debit
299785.4374262829,5.8533257864428165,-214.56257371711806,4.8533257864428165
-37.5738309894438,10.335947203711687,149962.42616901055,12.335947203711687
399684.7921944519,4.156890759881665,-315.20780554810403,3.156890759881665
405294.9205375307,15.879040528353496,294.9205375307048,9.879040528353496
515959.13765329967,17.689502136210486,100984.13765329965,18.689502136210486
1359686.088775162,2.979151238800222,-313.91122483812296,1.979151238800222
297824.0370255273,3.832554179882776,297824.0370255273,5.832554179882775
-1542.949364055194,-0.6013945581150119,118457.0506359448,1.398605441884988
50358.83441641606,-1.6064869337470293,1358.8344164160615,-2.6064869337470293
434495.07075814466,-5.820202927097022,-2504.929241855345,-6.820202927097022
1008.2407475413246,3.0639972726806834,461053.2407475413,16.063997272680684
31093.39922206582,8.66009160119647,1193.3992220658167,7.66009160119647
-65.70753986263328,-4.680067092156684,19934.292460137367,-3.6800670921566843
-260.36059189615327,4.255445577763044,139739.63940810386,6.255445577763044
210021.8744673556,2.6041463982765833,21.874467355613557,1.6041463982765833
317070.84808031324,7.200560429026334,1070.848080313225,5.200560429026334
145126.2218597466,4.210206874387957,-628.7781402533959,2.210206874387957
393.18002939070686,-4.828484277793576,400473.1800293907,13.171515722206424
202.26028891162824,-0.9256693088514917,240202.26028891164,5.074330691148508
1458.5486791429123,8.558686245374803,201458.5486791429,9.558686245374803
1106.3913919249883,4.136464827040774,451106.391391925,5.136464827040774
763.5047096570486,-2.359990019069619,450763.50470965705,-1.359990019069619
-344.27426406757803,-6.735480448405515,42655.72573593242,-3.7354804484055153
364761.5788797239,-2.908150562217274,-238.42112027608613,-3.908150562217274
121540.74847023304,4.487060383330019,-1059.2515297669656,3.487060383330019
236975.455871184,9.995202924455073,258.45587118401,3.9952029244550733
185793.3800620001,5.225781041254524,811.3800620000928,4.225781041254524
356.2230844535247,-4.3565263473868745,320356.22308445355,3.6434736526131255
-1956.6329277686746,2.3885977188370506,283043.3670722313,7.388597718837051
282993.7603303331,5.684700348974573,-1006.2396696669218,2.684700348974573
-332.6607150921118,-2.3174026742323455,70897.33928490788,-1.3174026742323455
-1876.6251065474278,4.842059124932035,128123.37489345258,6.842059124932035
299392.10722868406,2.165365463301683,-607.8927713159168,1.1653654633016828
275083.6669846812,2.6955745926457233,48083.666984681186,1.6955745926457233
1044.4753791970363,0.7089350301764905,241044.47537919704,4.708935030176491
-953.9568978590074,-2.1346087374948532,239071.043102141,6.865391262505147
-601.4282105018676,-6.640840560921313,159398.57178949812,-4.640840560921313
434.520516838307,-1.5569808742067446,610434.5205168383,7.443019125793255
1179.754923477045,2.6993774194645628,151179.75492347704,5.699377419464563
796.2360778120927,4.789620988959654,1090801.236077812,11.789620988959655
196520.39130534994,2.8488541241893435,520.3913053499333,1.8488541241893433
42433.711892632135,12.911722482889882,-566.2881073678664,11.911722482889882
127630.66686680917,-2.4751471158722484,59630.66686680918,-4.4751471158722484
1356.5895748032613,4.216358361095603,61356.58957480326,5.216358361095603
-1217.236979213264,4.040296535543685,176782.76302078675,6.040296535543685
336.6218832809072,-1.0311311784554957,160336.6218832809,0.9688688215445043
-81.72232116707073,-0.8406818369152138,79938.27767883294,3.1593181630847864
-1203.9737893057522,10.61977144561089,578796.0262106942,19.61977144561089
177682.26834353933,3.9889994900044687,182.2683435393369,1.9889994900044687
2420.211110051797,-5.249798932199528,62420.211110051794,-4.249798932199528
24024.72185600732,7.503012250127246,22029.72185600732,7.503012250127246
497553.81841820193,17.913422313779655,-46.18158179809516,7.913422313779657
275865.29660282884,3.2428674417448855,-34.70339717117388,-2.7571325582551145
6.161675713674033,0.010829914414216907,300071.16167571367,14.010829914414217
-2217.04342719545,-2.120799562813013,4997782.956572805,-1.120799562813013
226980.38601149697,8.02125888320871,980.386011496965,7.021258883208708
724748.1493416057,-0.7466024704581704,1061.1493416056694,-2.7466024704581704
1503.8882386882667,1.567110220404617,201503.88823868826,3.567110220404617
619.0166882921874,-4.216249565535085,222314.01668829218,-1.216249565535085
43.67050135546915,-6.180559004651865,270048.6705013555,0.8194409953481347
-728.6170593754903,3.1906588995561536,79271.3829406245,5.190658899556153
441700.5959031048,9.670763656656273,2982.595903104786,8.670763656656273
1309.9515024177892,0.2610551185384166,22309.95150241779,1.2610551185384167
82854.9573326984,-5.4492457323498495,874.957332698399,-6.4492457323498495
283.34665853434376,11.059372260418344,-186.65334146565627,10.059372260418344
940.6902242634086,4.469548846387615,310990.6902242634,16.469548846387614
400700.94634705014,0.25976896338731303,700.9463470501431,-0.740231036612687
333.81867164598134,8.186330192699593,20338.818671645982,9.186330192699593
1707.2982337666813,-5.3087939704765,451707.2982337667,1.6912060295235003
768869.2821844079,13.027167442914614,-130.71781559208696,-2.972832557085386
2335.7751174923746,1.0741980395740063,742335.7751174924,3.0741980395740063
201044.8158364877,4.279211686251208,1044.8158364876967,3.279211686251208
300021.6454819226,8.031507245923656,21.64548192260892,7.031507245923655
-301.7202488571224,5.747122137810184,129698.27975114288,6.747122137810184
319.37280128315945,3.8795836023940056,32519.37280128316,5.879583602394005
1119.2626786280496,-5.760072025585123,314326.26267862803,-3.7600720255851234
-437.66776662426946,3.0734973841256035,64562.33223337573,6.073497384125604
121310.73522630225,2.2773699411855537,310.7352263022407,1.2773699411855537
-2283.590993043735,-0.8218297254115524,86716.40900695627,3.1781702745884477
252.94983597087477,-3.0367285157263786,40262.949835970874,-1.0367285157263786
-283.06492893093724,0.7953982502717332,40116.93507106906,1.7953982502717332
372881.3416976833,3.6493769247076338,-939.6583023166652,2.6493769247076338
2510.6070453629195,-0.45057617020192653,102535.60704536292,4.549423829798074
64.7776999612033,5.613753054030352,364064.7776999612,6.613753054030352
551131.7900184994,10.711823661604766,101131.79001849933,5.711823661604766
99427.15125251663,5.344146336924133,-572.8487474833745,3.3441463369241333
324213.0155789589,2.2388756934587275,1263.0155789588853,-0.7611243065412726
409.12125106235146,-1.9535109411109781,600409.1212510624,6.046489058889022
145658.2240113791,7.264146149785789,76036.22401137908,21.264146149785788
399082.8530226845,-3.347863964261699,-917.1469773154942,-4.347863964261699
264716.5417679883,7.64873102986534,716.5417679882872,6.64873102986534
530130.756108637,2.366961398176767,130.75610863694257,1.366961398176767
487.71172249523534,1.9757625551121998,120487.71172249524,3.9757625551122
1529721.1920170095,7.508995036860964,200116.19201700954,1.508995036860964
444908.5749548166,8.5416099257244,-1366.4250451834027,-1.4583900742756004
347252.61942822725,0.5177250047142019,571.7294282272433,-6.482274995285798
199797.45862279364,3.2071829848500273,-202.54137720635168,1.2071829848500273
1409.294134288768,1.2170532141474888,101409.29413428876,2.217053214147489
364389.0565134541,14.454564090595863,102041.05651345415,6.454564090595864
